Flow Duration;Total Fwd Packets;Packet Length Mean;Flow Bytes/s;Fwd Packet Length Max;Label
54,440845;1;1514;27,81000134;0;0
392210,28;80;640,64;7253069,81;524,14;1
674,266271;1;107;0,158691016;0;0
50,865048;1;1514;29,76503571;0;0
114647,96;8;1400,22;8439832,21;408;1
2886,317026;1;1514;0,524543903;1460;0
284,907304;1;1292;4,53480826;1238;0
2823,447366;1;1514;0,536223915;0;0
560,998011;1;1294;2,306603539;1240;0
1871,923019;1;69;0,03686049;15;0
2893,343022;1;102;0,035253338;48;0
638,222107;1;1294;2,027507327;1240;0
53,689124;1;1514;28,1993793;0;0
699,357351;1;1292;1,847410335;1238;0
22757;24;783,661494;1615424,089;1514;1
51,89433;1;1514;29,17467035;0;0
51,336896;1;74;1,441458373;0;0
2679,856006;1;174;0,064928862;140;0
462518,84;36;112,69;9483226,13;1295,1;1
658434,47;10;286,54;4518143,34;1029,9;1
50,233924;1;1514;30,13899471;0;0
225139;22;715,5645522;961389,0963;1307,077137;1
623,606413;1;1294;2,075026765;1240;0
2894,354285;1;1514;0,523087311;1460;0
63,835569;1;1292;20,2394997;1238;0
546448,14;56;712,69;15547355,79;618,6;1
2587,880017;1;176;0,068009335;142;0
625,334183;1;1294;2,06929356;1240;0
280,987417;1;1292;4,598070651;1238;0
51,287775;1;1514;29,51970466;0;0
2893,830591;1;1514;0,523181973;1460;0
51,584017;1;1514;29,35017586;0;0
2508,095621;1;177;0,070571472;143;0
790717,87;13;424,68;43753102,75;1342,2;1
674,507777;1;1292;1,915470869;1238;0
701,599207;1;1292;1,84150721;1238;0
2943,065417;1;74;0,025143852;0;0
1023,215699;1;1292;1,262685864;1238;0
51,602229;1;1514;29,33981729;0;0
62359;17;432,8646524;733524,7709;1371,817389;1
1952,026877;1;1242;0,636261731;1208;0
472465,99;39;929,53;83539186,37;1303,65;1
54,78606;1;1514;27,63476644;0;0
427878,74;26;1382,27;80859258,32;950,99;1
2573,935107;1;1172;0,455333935;1138;0
2028,567104;1;1102;0,543240594;1068;0
2940,045994;1;74;0,025169674;0;0
217467,56;87;69,06;60922265,99;817,6;1
917444,62;74;76,77;39892544,26;1105,32;1
437,564637;1;1001;2,287662012;0;0
634,227974;1;110;0,173439212;56;0
778689,87;34;873,8;62614040,55;822,68;1
459670,78;41;324,32;63908541,54;95,67;1
50,035803;1;1514;30,25833261;0;0
49,934002;1;1514;30,32002061;0;0
810316,51;4;1148,55;99395009,44;1281,16;1
25389,9;28;384,08;72418725,73;304,11;1
975324,24;24;1258,07;4818349,57;1155,42;1
574,068399;1;1294;2,254086795;1240;0
2894,520832;1;1514;0,523057213;1460;0
489690,78;30;1155,19;72986076,38;1088,47;1
2878,474771;1;100;0,034740621;46;0
2334,934213;1;945;0,404722323;911;0
450,136675;1;1294;2,874682444;1240;0
53,833026;1;54;1,003101683;0;0
54123;22;249,7058875;1011744,23;1187,484532;1
290,138666;1;1292;4,453043137;1238;0
51,2088;1;1514;29,5652304;0;0
2543,278357;1;1211;0,476157081;1177;0
1;2;795;1590000000;795;1
52,27131;1;1514;28,96426302;0;0
49,95928;1;66;1,321075858;0;0
80882;32;212,3390919;919984,7048;1329,294982;1
1;2;415;830000000;415;1
340230,5;39;651,92;25914438,71;104,36;1
52,643822;1;1514;28,75930952;0;0
51,285127;1;54;1,052936828;0;0
1661,460167;1;1294;0,778832996;0;0
963586,59;63;333,81;7474744,03;466,38;1
2052,537892;1;1069;0,520818643;1035;0
2185,738804;1;1162;0,531628023;1128;0
51,462294;1;1514;29,4195974;0;0
539964,09;88;86,75;50285430,66;135,06;1
216595,38;81;748,07;67085253,17;438,68;1
336773,54;64;1129,24;82947780,41;1301,19;1
615,813747;1;1294;2,101284689;1240;0
645,607798;1;1294;2,004312838;1240;0
51,092026;1;1514;29,63280357;0;0
49,745077;1;66;1,326764429;0;0
55,056367;1;1514;27,49908966;0;0
685360,13;44;921,73;89177753,09;1295,29;1
183945;22;518,4733123;596952,0298;1509,013704;0
68,737077;1;1292;18,79626015;1238;0
2902,59931;1;95;0,032729285;41;0
2270,314172;1;1212;0,533846819;1178;0
53,459609;1;1514;28,32044603;0;0
437,279285;1;1294;2,959207174;1240;0
1042,544291;1;1292;1,239275885;1238;0
1035,475507;1;74;0,071464752;0;0
189445;15;359,610158;1174203,609;1243,281497;0
55,290228;1;1514;27,3827768;0;0
2167,77538;1;195;0,089953969;161;0
87,578778;1;110;1,25601203;56;0
730,290843;1;55;0,07531246;0;0
894,053908;1;1292;1,445103016;1238;0
53,922117;1;1514;28,07753212;0;0
909589,54;73;76,15;51592352,82;1043,88;1
71956,63;1;509,85;56172524,81;1105,03;1
2208,423287;1;1121;0,507601965;1087;0
2881,807782;1;1514;0,525364672;0;0
991,422839;1;1292;1,303177562;1238;0
643990,15;8;233;88910556,65;158,04;1
801,758016;1;1292;1,611458785;1238;0
840,338264;1;1292;1,537476102;1238;0
736,532295;1;95;0,128982803;41;0
37325;24;735,1047943;507126,9642;1514;1
2331,845679;1;1234;0,529194539;1200;0
2615,095915;1;1095;0,418722691;1061;0
2938,880954;1;16480;5,607576575;0;0
55,099368;1;1514;27,47762865;0;0
52,876305;1;1514;28,63286252;0;0
2571,425618;1;483;0,187833549;449;0
695,559727;1;1292;1,857496845;1238;0
922198,27;1;1004,91;21422876,53;1226,65;1
395897,21;56;442,25;15030149,94;509,88;1
537772,95;38;65,03;96347840,01;1102,87;1
53,622818;1;1514;28,23424856;0;0
2287,75552;1;1115;0,487377252;1081;0
52,73403;1;1514;28,71011321;0;0
855,533312;1;1292;1,510169131;1238;0
2822,798402;1;1514;0,536347193;0;0
773550,23;56;537,8;9257946,6;827,76;1
52,074379;1;66;1,267417874;0;0
2822,659095;1;1514;0,536373663;0;0
916234,88;86;371,89;2674516,28;1378,02;1
2895,677522;1;1514;0,522848276;1460;0
68,747702;1;1292;18,79335518;1238;0
384631,01;57;1022,05;97367773,95;731,74;1
2890,202285;1;1514;0,523838766;0;0
726844,14;75;414,49;11774696,97;694,4;1
2518,182363;1;1129;0,448339253;1095;0
2893,866839;1;1514;0,52317542;1460;0
424,847648;1;98;0,230670925;44;0
52,82719;1;1514;28,65948333;0;0
2938,994779;1;74;0,025178677;0;0
55,691233;1;1514;27,18560698;0;0
560,232665;1;1294;2,30975464;1240;0
547567,99;77;490,11;34973928,37;330,27;1
2557,925924;1;1242;0,485549635;1208;0
2895,638983;1;1514;0,522855234;1460;0
1;2;611;1222000000;611;1
2377,826431;1;480;0,201865028;0;0
2419,755374;1;1241;0,51286176;1207;0
2087,834829;1;1176;0,563262947;1142;0
814953,91;37;1377,57;24987721,67;188,87;1
2491,890065;1;1236;0,49600904;1202;0
53,781878;1;1514;28,15074572;0;0
37517;11;682,0853632;1409443,98;1514;1
592,592479;1;1292;2,180250414;1238;0
2903,368406;1;95;0,032720615;41;0
41107,62;88;1206,6;32440937,44;314,9;1
417073,92;47;1127,84;10528226,62;1046,63;1
583,710461;1;1292;2,213426149;1238;0
132654,88;75;207,9;77614639,1;637,56;1
54,297378;1;1514;27,88348218;0;0
51,977569;1;1514;29,12794884;0;0
677996,1;54;707,55;76074572,95;1423,31;1
541227,46;24;928,57;77381841;340,59;1
82,843139;1;1466;17,69609409;0;0
859218,62;46;374,67;10378708,36;392,88;1
888475,32;12;302,61;31422937,46;550,29;1
699,361652;1;1292;1,847398974;1238;0
2894,428879;1;1514;0,52307383;0;0
1658,363816;1;1294;0,780287164;0;0
2891,561506;1;1514;0,523592528;0;0
55,929441;1;66;1,18005826;0;0
2751,348537;1;1182;0,429607512;1148;0
138693;17;558,5279773;1687654,322;1160,62841;1
503146,69;91;373,02;28390674,75;1378,23;1
50,658649;1;54;1,065958134;0;0
2937,804306;1;1292;0,439784228;1238;0
2207,675225;1;179;0,081080767;145;0
2156,760815;1;1174;0,544334815;1140;0
346,743249;1;1292;3,726099931;1238;0
626739,18;9;667,66;12325721,34;1237,27;1
2895,572613;1;1514;0,522867219;1460;0
226,00231;1;74;0,32743028;0;0
687029,94;6;299,79;92047375,8;366,08;1
2891,767182;1;1514;0,523555288;0;0
52,077852;1;1514;29,07185901;0;0
2540,889761;1;1176;0,462829997;1142;0
52590,16;25;273,99;73313703,71;339,46;1
905445,55;16;184,01;91575029,51;1076,2;1
49,725709;1;1514;30,4470263;0;0
340,523653;1;148;0,434624727;0;0
2037,541007;1;133;0,06527476;99;0
49,594151;1;1514;30,52779287;0;0
52,802054;1;1514;28,67312645;0;0
990733,19;94;1221,44;70283437,43;963,79;1
370,388379;1;1292;3,488230381;1238;0
868981,9;38;409,53;65725202,57;74,04;1
2462,135944;1;1015;0,412243687;981;0
0;2;427;inf;427;1
1946,565774;1;127;0,065243107;93;0
541561,81;64;559,71;38799265,63;97,13;1
1;2;420;840000000;420;1
52,2895;1;66;1,262203669;0;0
2895,702983;1;1514;0,522843679;1460;0
51,906943;1;1514;29,16758112;0;0
2895,791172;1;1514;0,522827756;1460;0
441,286015;1;1294;2,932338558;1240;0
423,38179;1;146;0,344842417;0;0
2912,218072;1;481;0,165166203;427;0
501995,6;2;244,77;7918396,08;732,37;1
651,952814;1;1294;1,984806216;1240;0
52,584138;1;1514;28,79195188;0;0
924720,07;30;1368,02;77605055,41;762,35;1
409267,3;2;492,94;91190811,61;1034,17;1
433,704658;1;86;0,198291621;0;0
88624;24;750,2875119;352961,3302;1514;0
623,623193;1;1294;2,074970932;1240;0
2894,52159;1;1514;0,523057076;1460;0
54,929097;1;1514;27,56280469;0;0
579,768204;1;1294;2,231926464;1240;0
49,837856;1;1514;30,37851327;0;0
821766,77;26;1349,94;2263197,09;574,2;1
285,067207;1;95;0,333254746;41;0
71071;24;438,1783967;364485,822;1449,614618;1
1;2;760;1520000000;760;1
1989,435069;1;1139;0,57252434;1105;0
227993,47;33;928,5;50545089,38;1102,99;1
22428;18;701,6221924;306652,7178;1514;0
49,685529;1;1514;30,47164839;0;0
762438,57;26;401,78;57725313,2;871,51;1
598,270495;1;5757;9,622737605;0;0
2913,744746;1;1514;0,519606256;1460;0
55,545038;1;1514;27,25715973;0;0
795,841535;1;1292;1,623438765;1238;0
25268,41;14;1348,95;87072780,08;328,51;1
58526;21;672,3350089;1177789,844;1514;1
50,004408;1;1514;30,27733015;0;0
61305,48;51;1062,54;98861163,39;294,91;1
714,729446;1;1292;1,807677024;1238;0
435,183356;1;1466;3,368695003;0;0
52,95424;1;1514;28,59072232;0;0
825,13464;1;547;0,662922113;513;0
2518,248362;1;1172;0,465402864;1138;0
2325,014777;1;530;0,22795554;476;0
23639;21;616,769166;1408900,714;1514;1
53,120594;1;1514;28,50118678;0;0
225,102975;1;166;0,737440273;0;0
625,438761;1;1294;2,068947559;1240;0
2831,926221;1;1514;0,534618447;0;0
54,366188;1;1514;27,84819072;0;0
1702,182484;1;332;0,195043718;0;0
1936,996259;1;1047;0,540527631;1013;0
21641,19;31;287,21;30461468,27;362,5;1
565,71063;1;1294;2,287388515;1240;0
514,259371;1;1292;2,512350908;1238;0
290,140668;1;95;0,327427383;41;0
2891,357658;1;1514;0,523629443;1460;0
54,225897;1;1514;27,92023841;0;0
54,356444;1;66;1,214207441;0;0
2894,658131;1;1514;0,523032403;1460;0
51,161706;1;1514;29,59244499;0;0
2490,765579;1;1242;0,498641867;1208;0
445421;15;959,3521641;765509,1622;1514;1
128678,04;18;681,98;70651556,73;724,74;1
77772,61;25;403,55;53367690,77;1455,08;1
2822,428269;1;1514;0,53641753;0;0
54,636153;1;1514;27,71058885;0;0
52,662946;1;1514;28,74886588;0;0
250400,44;16;1492,02;65545725,67;1436,96;1
50,810052;1;1514;29,79725292;0;0
312,425377;1;1292;4,135387491;1238;0
628,684372;1;1292;2,055085279;1238;0
2895,875964;1;1514;0,522812447;1460;0
72181,43;68;1237,86;44951657,92;1240,28;1
259723,2;83;354,41;66180408,19;88,2;1
51,104734;1;1514;29,6254349;0;0
906081,92;75;566,15;66762012,6;1244,99;1
2647,735119;1;121;0,045699435;87;0
50,101043;1;1514;30,21893117;0;0
424434,04;65;65,44;27503193,93;424,66;1
514673,99;8;1394,44;4803699,59;665,12;1
51,775588;1;66;1,274731998;0;0
1460,621727;1;754;0,516218529;0;0
68581;16;653,903596;1286667,037;1514;0
18092;18;454,8058091;1841810,67;1259,840044;1
60406;20;421,6986531;655854,0941;1206,417535;0
760,559593;1;1292;1,698749198;1238;0
630608,57;23;266,84;87454589,25;1386,36;1
2678,325673;1;1150;0,429372728;1116;0
315594,64;42;1039,31;53265215,15;219,77;1
365798,19;69;1012,76;86007242,48;1372,72;1
238337;27;864,0477501;934833,0205;1514;1
2816,198501;1;1514;0,537604149;0;0
51,145957;1;1514;29,60155717;0;0
171300;19;64;1196485,807;1514;1
2278,1562;1;191;0,08383973;157;0
2064,519065;1;1143;0,553639837;1109;0
699121,76;47;725,64;81695976,91;602,93;1
584,259343;1;101;0,172868438;47;0
56,023176;1;1514;27,02452951;0;0
2895,148145;1;1514;0,522943878;1460;0
711;14;525,7862088;1583017,503;1095,829745;1
2900,001304;1;1514;0,522068731;0;0
97431;19;715,7327432;770728,7889;1514;0
140579;20;266,8513894;606354,0021;1260,380594;1
1;2;490;980000000;490;1
2899,992927;1;74;0,025517304;0;0
54,637414;1;1514;27,70994931;0;0
2894,520413;1;1514;0,523057289;1460;0
53,835367;1;1514;28,12277609;0;0
808777,58;45;1127,07;80611918,18;485,26;1
52,662525;1;1514;28,7490957;0;0
1948,167452;1;853;0,437847372;819;0
286,966518;1;1292;4,502267388;1238;0
630463,76;59;235,64;8703920,88;637,44;1
770,061343;1;1292;1,677788413;1238;0
2098,816132;1;180;0,085762634;146;0
969,49391;1;1292;1,332654063;1238;0
2021,055571;1;176;0,087083207;142;0
97,706968;1;1292;13,22321236;1238;0
2322,11117;1;1262;0,543470965;1228;0
2676,975235;1;165;0,06163673;131;0
2489,835792;1;175;0,07028576;141;0
2689,335375;1;192;0,071393104;158;0
77024,95;32;1287,24;70726406,06;437,78;1
2944,349017;1;74;0,02513289;0;0
663,474406;1;1294;1,950338983;1240;0
622,21972;1;1294;2,079651217;1240;0
996560,18;22;100,46;20582297,45;398,71;1
2937,846759;1;101;0,03437892;47;0
52,62528;1;1514;28,76944258;0;0
383258,51;4;1424,5;87162645,3;654,96;1
159806,13;82;1307,47;71837869,76;620,25;1
566242,83;89;67,72;76808448,46;805,46;1
18282,82;51;1023,6;74234839,25;934,54;1
148575,8;54;576,11;55844868,95;291,21;1
2822,617611;1;1514;0,536381547;0;0
274056,25;49;598,94;82222623,88;325,41;1
50,437113;1;1514;30,01757793;0;0
2949,827204;1;74;0,025086215;0;0
2893,558549;1;1514;0,523231161;1460;0
50,395269;1;1514;30,042502;0;0
637,763017;1;1292;2,025830855;1238;0
49,886848;1;1514;30,34867967;0;0
2894,38592;1;1514;0,523081594;1460;0
47532;13;318,7737533;1100418,499;1432,888847;1
1665,254104;1;1294;0,777058586;0;0
2890,040027;1;1514;0,523868177;0;0
50,216937;1;54;1,075334382;0;0
2900,029913;1;1514;0,52206358;0;0
809769,68;3;286,18;77038509,59;1368,67;1
2894,852068;1;1514;0,522997364;1460;0
2895,272002;1;1514;0,522921507;1460;0
677,527668;1;1292;1,906933191;1238;0
2893,295567;1;1514;0,52327872;1460;0
50,602194;1;1514;29,91965072;0;0
2064,717771;1;526;0,254756368;492;0
49,666247;1;54;1,087257487;0;0
2937,903027;1;101;0,034378262;47;0
166387,63;44;1342,43;62625600,94;1290,33;1
582,815565;1;1294;2,220256416;1240;0
2944,140982;1;74;0,025134666;0;0
50,962867;1;1514;29,70790419;0;0
905071,9;55;867,51;81971279,29;1265,85;1
242,083418;1;95;0,392426711;41;0
560,350664;1;1294;2,309268251;1240;0
187614,04;69;841,29;81859895,66;161,56;1
580,534094;1;1294;2,228981917;1240;0
994,736548;1;139;0,139735491;85;0
1379,497081;1;1464;1,061256322;0;0
2945,345883;1;74;0,025124384;0;0
53,005884;1;1514;28,56286618;0;0
2277,435874;1;125;0,054886287;91;0
53,222005;1;1514;28,44687966;0;0
655,103289;1;1292;1,972208077;1238;0
559,972786;1;1294;2,31082658;1240;0
50,1673;1;66;1,315597983;0;0
627,529113;1;1294;2,062055722;1240;0
296364;20;554,9610928;638654,7717;1514;1
625583,11;94;916,34;22260851,47;1158,38;1
