Flow Duration;Total Fwd Packets;Packet Length Mean;Flow Bytes/s;Fwd Packet Length Max
2895,29641;1;1514;0,522917099;1460
623,900816;1;1294;2,074047613;1240
921944,57;86;178,24;98572309,05;85,17
936210,84;85;814,68;27899339,14;1422,89
2894,220716;1;96;0,03316955;42
598,328974;1;1294;2,162689848;1240
2390,055968;1;171;0,071546442;137
56,352759;1;1514;26,86647469;0
561,091753;1;1294;2,306218173;1240
487,846617;1;1292;2,648373387;1238
176146,36;41;110,47;98431882,49;561,31
294,498912;1;74;0,251274272;0
672894,63;46;1147,87;19818930,16;200,73
654,362045;1;1294;1,977498554;1240
571877,12;67;1114,64;63758604,71;616,14
242,085679;1;1292;5,336953429;1238
2324,809157;1;569;0,244751273;515
625,439597;1;1294;2,068944794;1240
2904,415062;1;532;0,183169412;478
699,381973;1;1292;1,847345296;1238
163118,54;19;759,4;50572880,4;971,12
782446,77;34;1050,56;63318390,96;507,01
49,917559;1;1514;30,33000812;0
1;2;585;1170000000;585
294,508014;1;157;0,533092453;0
951454,11;29;798,86;43319235,39;338,54
2571,817732;1;184;0,071544728;150
864,731127;1;1292;1,494106038;1238
853696,68;32;405,79;72003719,38;260,15
715854,07;51;215,75;32020360,35;938,37
165983,56;46;297,17;12532177,23;549,64
50,106157;1;1514;30,21584692;0
118,590627;1;1292;10,89462145;1238
2937,048708;1;1292;0,439897369;1238
580,64757;1;1294;2,228546307;1240
113525;25;462,2135492;226923,388;942,4397171
1071,096758;1;1292;1,206240229;1238
2895,651937;1;1514;0,522852895;1460
83,696528;1;1294;15,46061725;1240
2947,812761;1;74;0,025103358;0
469,21696;1;1292;2,753523652;1238
284633,48;27;246,1;94699232,07;132,9
1665,975965;1;102;0,061225373;48
403052,72;69;953,64;91170921,71;239,52
425643,11;71;736,49;66032503,91;727,34
168537;20;311,0352213;516118,8299;1514
953,096945;1;1292;1,355580883;1238
2886,818106;1;1514;0,524452856;1460
54,291505;1;66;1,215659776;0
53,744841;1;66;1,228024821;0
620,837121;1;1294;2,084282583;1240
590,995319;1;74;0,125212497;0
2891,900881;1;1514;0,523531083;0
2901,78612;1;1514;0,521747619;1460
2481,98589;1;174;0,070105153;140
2671,195925;1;176;0,065888091;142
435,19197;1;74;0,170039902;0
63,769365;1;1292;20,26051192;1238
27013;25;563,4888718;435570,4114;1514
251,228753;1;86;0,342317504;0
2937,138792;1;1292;0,439883877;1238
17168,48;18;113,05;97783997,1;266,94
866582,33;60;1312,86;56923616,94;1459,09
54,778413;1;1514;27,63862422;0
2937,923256;1;1292;0,439766422;1238
2042,209494;1;74;0,036235264;0
55,903998;1;54;0,965941631;0
123616,58;27;1450,37;68784557,05;73,36
625,378461;1;1294;2,06914705;1240
741,998646;1;1292;1,741243067;1238
961,943715;1;1292;1,343113925;1238
454,821474;1;1292;2,840675014;1238
2046,219786;1;1128;0,55126043;1094
598,340491;1;1294;2,16264822;1240
51,726081;1;1514;29,26956656;0
167351;17;748,8901219;594381,5708;1219,316233
22620,15;97;959,14;59232573,44;570,27
2941,061474;1;939;0,319272483;885
346544,19;70;641,74;94693988,01;649,02
164,076592;1;170;1,036101475;0
2894,715582;1;1514;0,523022023;1460
1701,753501;1;944;0,554721938;0
655,122979;1;1292;1,972148802;1238
2880,488855;1;1292;0,448534976;1238
54,731995;1;1514;27,66206443;0
2898,202912;1;1514;0,522392685;1460
645,5781;1;1294;2,004405041;1240
584,177051;1;1294;2,215081876;1240
54,929511;1;1514;27,56259695;0
1;2;413;826000000;413
526989,1;13;532,32;74966437,45;984,33
927686,62;42;169,29;39572150,79;689,77
931,338133;1;1292;1,38725126;1238
2069,105831;1;1274;0,615724909;1240
632,238382;1;142;0,224598828;88
54,169715;1;1514;27,94919582;0
894,064282;1;1292;1,445086248;1238
2307,770784;1;1227;0,531681919;1193
624,761464;1;1294;2,071190482;1240
44179,93;25;775,72;38314368,06;588,84
2745,094339;1;1194;0,434957729;1160
78294;18;639,1000961;2118612,537;1514
2849,814492;1;1514;0,53126265;0
560,726519;1;1294;2,307720348;1240
565,921943;1;1294;2,286534413;1240
2107,379763;1;1117;0,530042102;1083
667,311386;1;1292;1,936127609;1238
535369,88;54;1142,84;64055744,41;1044,22
2887,89526;1;95;0,03289593;41
1965,611099;1;1153;0,586586024;1119
145,054711;1;1123;7,741906378;0
94586;17;337,7888152;1824319,171;1302,080004
2365,557604;1;180;0,076091996;146
77119;22;373,0941833;226593,6592;1100,562674
84,196519;1;1292;15,34505227;1238
565,929411;1;1294;2,28650424;1240
2937,058423;1;1292;0,439895914;1238
671186,85;69;1295,26;79962194,07;788,28
76,359547;1;1292;16,91995348;1238
2676,531773;1;1242;0,464033348;1208
2949,756192;1;16480;5,586902416;0
55,68534;1;1514;27,18848395;0
53,271968;1;1514;28,42019975;0
2893,829749;1;1514;0,523182126;1460
2895,389833;1;1514;0,522900226;1460
777451,29;81;868,42;90098844,07;756,8
107558;23;525,4761269;1450586,62;1048,899653
2949,797527;1;74;0,025086468;0
2893,862486;1;1514;0,523176207;1460
2521,050435;1;1022;0,405386574;988
2893,294175;1;1514;0,523278971;1460
2188,271386;1;1262;0,576710918;1228
50,799181;1;1514;29,80362952;0
910,435557;1;1292;1,419100988;1238
784891,3;8;1290,64;42284608,99;1136,65
50,015187;1;74;1,479550572;0
2825,659276;1;1514;0,535804162;0
831,118971;1;1292;1,554530751;1238
461420,4;38;1235,64;75531967,88;351,23
2278,844607;1;127;0,055729996;93
2941,956469;1;74;0,025153329;0
2285,162301;1;1063;0,465174836;1029
584,454893;1;1294;2,214028855;1240
203752;26;391,1680963;1599441,257;1265,862395
50,4991;1;1514;29,98073174;0
2514,978246;1;1236;0,491455543;1202
52,326432;1;54;1,031983204;0
390979;19;287,6619151;1198901,695;1210,515941
1717,002309;1;441;0,256842986;387
736,531167;1;1292;1,754168807;1238
52,776203;1;1514;28,68717121;0
2891,920092;1;1514;0,523527605;0
49,801893;1;1514;30,40045023;0
243173,5;40;652,15;33406432,5;778,22
2062,780286;1;127;0,061567391;93
49,539082;1;1514;30,5617284;0
93818,75;23;906,11;12857820,68;1140,37
53,901534;1;1514;28,08825389;0
50,512135;1;1514;29,972995;0
2895,306286;1;1514;0,522915315;1460
53,961825;1;1514;28,05687117;0
53,092018;1;1514;28,51652713;0
491553,78;91;161;52643070,89;1053,19
2886,347681;1;1514;0,524538332;1460
448,093418;1;1292;2,883327327;1238
560,009556;1;1294;2,310674852;1240
82,093515;1;1466;17,85768318;0
53,06516;1;1514;28,53096027;0
523,4911;1;98;0,18720471;44
2941,019236;1;40394;13,73469425;0
560,089403;1;1294;2,310345439;1240
1664,540206;1;1292;0,776190322;1238
2882,1778;1;101;0,035042946;47
174,474096;1;1199;6,872080272;1145
175782;23;258,6259312;901745,6005;1514
109596;9;678,8054108;1671238,213;1514
349157,29;94;1259,54;28342758,67;1357,03
325292,63;86;423,08;16823150,66;1297,02
2353,180548;1;821;0,348889506;0
269764,52;94;1217,41;6780923,96;1439,21
49,959946;1;1514;30,30427554;0
2701,896385;1;1223;0,452645041;1189
574,709028;1;1294;2,251574161;1240
2484,683283;1;1220;0,491008254;1186
2109,450829;1;1167;0,553224557;1133
2198,916905;1;1208;0,549361368;1174
624,954087;1;1294;2,070552101;1240
460,20974;1;1292;2,807415587;1238
765666,78;8;239,28;5813462,87;1453,53
673,603465;1;1292;1,918042387;1238
2348,796878;1;127;0,054070235;93
663,456362;1;1294;1,950392026;1240
2895,438722;1;1514;0,522891397;1460
54,337901;1;1514;27,86268782;0
55,026083;1;1514;27,51422398;0
2813,179384;1;74;0,026304757;0
630,439823;1;1294;2,052535311;1240
786,318294;1;1292;1,643100521;1238
345,220258;1;74;0,214355902;0
2895,133338;1;1514;0,522946553;1460
1898,187228;1;55;0,028975013;0
2943,107392;1;18794;6,385767657;0
41332;21;360,1466688;1419795,033;1514
177315;19;857,643128;1769741,621;1514
651,914981;1;1294;1,984921402;1240
2615,103535;1;114;0,04359292;80
1545,136986;1;488;0,315829602;454
55,224545;1;54;0,977826056;0
9965;16;180,3495281;1252948,804;1461,384101
54,440845;1;1514;27,81000134;0
392210,28;80;640,64;7253069,81;524,14
674,266271;1;107;0,158691016;0
50,865048;1;1514;29,76503571;0
114647,96;8;1400,22;8439832,21;408
2886,317026;1;1514;0,524543903;1460
284,907304;1;1292;4,53480826;1238
2823,447366;1;1514;0,536223915;0
560,998011;1;1294;2,306603539;1240
1871,923019;1;69;0,03686049;15
2893,343022;1;102;0,035253338;48
638,222107;1;1294;2,027507327;1240
53,689124;1;1514;28,1993793;0
699,357351;1;1292;1,847410335;1238
22757;24;783,661494;1615424,089;1514
51,89433;1;1514;29,17467035;0
51,336896;1;74;1,441458373;0
2679,856006;1;174;0,064928862;140
462518,84;36;112,69;9483226,13;1295,1
658434,47;10;286,54;4518143,34;1029,9
50,233924;1;1514;30,13899471;0
225139;22;715,5645522;961389,0963;1307,077137
623,606413;1;1294;2,075026765;1240
2894,354285;1;1514;0,523087311;1460
63,835569;1;1292;20,2394997;1238
546448,14;56;712,69;15547355,79;618,6
2587,880017;1;176;0,068009335;142
625,334183;1;1294;2,06929356;1240
280,987417;1;1292;4,598070651;1238
51,287775;1;1514;29,51970466;0
2893,830591;1;1514;0,523181973;1460
51,584017;1;1514;29,35017586;0
2508,095621;1;177;0,070571472;143
790717,87;13;424,68;43753102,75;1342,2
674,507777;1;1292;1,915470869;1238
701,599207;1;1292;1,84150721;1238
2943,065417;1;74;0,025143852;0
1023,215699;1;1292;1,262685864;1238
51,602229;1;1514;29,33981729;0
62359;17;432,8646524;733524,7709;1371,817389
1952,026877;1;1242;0,636261731;1208
472465,99;39;929,53;83539186,37;1303,65
54,78606;1;1514;27,63476644;0
427878,74;26;1382,27;80859258,32;950,99
2573,935107;1;1172;0,455333935;1138
2028,567104;1;1102;0,543240594;1068
2940,045994;1;74;0,025169674;0
217467,56;87;69,06;60922265,99;817,6
917444,62;74;76,77;39892544,26;1105,32
437,564637;1;1001;2,287662012;0
634,227974;1;110;0,173439212;56
778689,87;34;873,8;62614040,55;822,68
459670,78;41;324,32;63908541,54;95,67
50,035803;1;1514;30,25833261;0
49,934002;1;1514;30,32002061;0
810316,51;4;1148,55;99395009,44;1281,16
25389,9;28;384,08;72418725,73;304,11
975324,24;24;1258,07;4818349,57;1155,42
574,068399;1;1294;2,254086795;1240
2894,520832;1;1514;0,523057213;1460
489690,78;30;1155,19;72986076,38;1088,47
2878,474771;1;100;0,034740621;46
2334,934213;1;945;0,404722323;911
450,136675;1;1294;2,874682444;1240
53,833026;1;54;1,003101683;0
54123;22;249,7058875;1011744,23;1187,484532
290,138666;1;1292;4,453043137;1238
51,2088;1;1514;29,5652304;0
2543,278357;1;1211;0,476157081;1177
1;2;795;1590000000;795
52,27131;1;1514;28,96426302;0
49,95928;1;66;1,321075858;0
80882;32;212,3390919;919984,7048;1329,294982
1;2;415;830000000;415
340230,5;39;651,92;25914438,71;104,36
52,643822;1;1514;28,75930952;0
51,285127;1;54;1,052936828;0
1661,460167;1;1294;0,778832996;0
963586,59;63;333,81;7474744,03;466,38
2052,537892;1;1069;0,520818643;1035
2185,738804;1;1162;0,531628023;1128
51,462294;1;1514;29,4195974;0
539964,09;88;86,75;50285430,66;135,06
216595,38;81;748,07;67085253,17;438,68
336773,54;64;1129,24;82947780,41;1301,19
615,813747;1;1294;2,101284689;1240
645,607798;1;1294;2,004312838;1240
51,092026;1;1514;29,63280357;0
49,745077;1;66;1,326764429;0
55,056367;1;1514;27,49908966;0
685360,13;44;921,73;89177753,09;1295,29
183945;22;518,4733123;596952,0298;1509,013704
68,737077;1;1292;18,79626015;1238
2902,59931;1;95;0,032729285;41
2270,314172;1;1212;0,533846819;1178
53,459609;1;1514;28,32044603;0
437,279285;1;1294;2,959207174;1240
1042,544291;1;1292;1,239275885;1238
1035,475507;1;74;0,071464752;0
189445;15;359,610158;1174203,609;1243,281497
55,290228;1;1514;27,3827768;0
2167,77538;1;195;0,089953969;161
87,578778;1;110;1,25601203;56
730,290843;1;55;0,07531246;0
894,053908;1;1292;1,445103016;1238
53,922117;1;1514;28,07753212;0
909589,54;73;76,15;51592352,82;1043,88
71956,63;1;509,85;56172524,81;1105,03
2208,423287;1;1121;0,507601965;1087
2881,807782;1;1514;0,525364672;0
991,422839;1;1292;1,303177562;1238
643990,15;8;233;88910556,65;158,04
801,758016;1;1292;1,611458785;1238
840,338264;1;1292;1,537476102;1238
736,532295;1;95;0,128982803;41
37325;24;735,1047943;507126,9642;1514
2331,845679;1;1234;0,529194539;1200
2615,095915;1;1095;0,418722691;1061
2938,880954;1;16480;5,607576575;0
55,099368;1;1514;27,47762865;0
52,876305;1;1514;28,63286252;0
2571,425618;1;483;0,187833549;449
695,559727;1;1292;1,857496845;1238
922198,27;1;1004,91;21422876,53;1226,65
395897,21;56;442,25;15030149,94;509,88
537772,95;38;65,03;96347840,01;1102,87
53,622818;1;1514;28,23424856;0
2287,75552;1;1115;0,487377252;1081
52,73403;1;1514;28,71011321;0
855,533312;1;1292;1,510169131;1238
2822,798402;1;1514;0,536347193;0
773550,23;56;537,8;9257946,6;827,76
52,074379;1;66;1,267417874;0
2822,659095;1;1514;0,536373663;0
916234,88;86;371,89;2674516,28;1378,02
2895,677522;1;1514;0,522848276;1460
68,747702;1;1292;18,79335518;1238
384631,01;57;1022,05;97367773,95;731,74
2890,202285;1;1514;0,523838766;0
726844,14;75;414,49;11774696,97;694,4
2518,182363;1;1129;0,448339253;1095
2893,866839;1;1514;0,52317542;1460
424,847648;1;98;0,230670925;44
52,82719;1;1514;28,65948333;0
2938,994779;1;74;0,025178677;0
55,691233;1;1514;27,18560698;0
560,232665;1;1294;2,30975464;1240
547567,99;77;490,11;34973928,37;330,27
2557,925924;1;1242;0,485549635;1208
2895,638983;1;1514;0,522855234;1460
1;2;611;1222000000;611
2377,826431;1;480;0,201865028;0
2419,755374;1;1241;0,51286176;1207
2087,834829;1;1176;0,563262947;1142
814953,91;37;1377,57;24987721,67;188,87
2491,890065;1;1236;0,49600904;1202
53,781878;1;1514;28,15074572;0
37517;11;682,0853632;1409443,98;1514
592,592479;1;1292;2,180250414;1238
2903,368406;1;95;0,032720615;41
41107,62;88;1206,6;32440937,44;314,9
417073,92;47;1127,84;10528226,62;1046,63
583,710461;1;1292;2,213426149;1238
132654,88;75;207,9;77614639,1;637,56
54,297378;1;1514;27,88348218;0
51,977569;1;1514;29,12794884;0
677996,1;54;707,55;76074572,95;1423,31
541227,46;24;928,57;77381841;340,59
82,843139;1;1466;17,69609409;0
859218,62;46;374,67;10378708,36;392,88
888475,32;12;302,61;31422937,46;550,29
699,361652;1;1292;1,847398974;1238
2894,428879;1;1514;0,52307383;0
1658,363816;1;1294;0,780287164;0
2891,561506;1;1514;0,523592528;0
55,929441;1;66;1,18005826;0
2751,348537;1;1182;0,429607512;1148
138693;17;558,5279773;1687654,322;1160,62841
503146,69;91;373,02;28390674,75;1378,23
50,658649;1;54;1,065958134;0
2937,804306;1;1292;0,439784228;1238
2207,675225;1;179;0,081080767;145
2156,760815;1;1174;0,544334815;1140
346,743249;1;1292;3,726099931;1238
626739,18;9;667,66;12325721,34;1237,27
2895,572613;1;1514;0,522867219;1460
226,00231;1;74;0,32743028;0
687029,94;6;299,79;92047375,8;366,08
2891,767182;1;1514;0,523555288;0
52,077852;1;1514;29,07185901;0
2540,889761;1;1176;0,462829997;1142
52590,16;25;273,99;73313703,71;339,46
905445,55;16;184,01;91575029,51;1076,2
49,725709;1;1514;30,4470263;0
340,523653;1;148;0,434624727;0
2037,541007;1;133;0,06527476;99
49,594151;1;1514;30,52779287;0
52,802054;1;1514;28,67312645;0
990733,19;94;1221,44;70283437,43;963,79
370,388379;1;1292;3,488230381;1238
868981,9;38;409,53;65725202,57;74,04
2462,135944;1;1015;0,412243687;981
0;2;427;inf;427
1946,565774;1;127;0,065243107;93
541561,81;64;559,71;38799265,63;97,13
1;2;420;840000000;420
52,2895;1;66;1,262203669;0
2895,702983;1;1514;0,522843679;1460
51,906943;1;1514;29,16758112;0
2895,791172;1;1514;0,522827756;1460
441,286015;1;1294;2,932338558;1240
423,38179;1;146;0,344842417;0
2912,218072;1;481;0,165166203;427
501995,6;2;244,77;7918396,08;732,37
651,952814;1;1294;1,984806216;1240
52,584138;1;1514;28,79195188;0
924720,07;30;1368,02;77605055,41;762,35
409267,3;2;492,94;91190811,61;1034,17
433,704658;1;86;0,198291621;0
88624;24;750,2875119;352961,3302;1514
623,623193;1;1294;2,074970932;1240
2894,52159;1;1514;0,523057076;1460
54,929097;1;1514;27,56280469;0
579,768204;1;1294;2,231926464;1240
49,837856;1;1514;30,37851327;0
821766,77;26;1349,94;2263197,09;574,2
285,067207;1;95;0,333254746;41
71071;24;438,1783967;364485,822;1449,614618
1;2;760;1520000000;760
1989,435069;1;1139;0,57252434;1105
227993,47;33;928,5;50545089,38;1102,99
22428;18;701,6221924;306652,7178;1514
49,685529;1;1514;30,47164839;0
762438,57;26;401,78;57725313,2;871,51
598,270495;1;5757;9,622737605;0
2913,744746;1;1514;0,519606256;1460
55,545038;1;1514;27,25715973;0
795,841535;1;1292;1,623438765;1238
25268,41;14;1348,95;87072780,08;328,51
58526;21;672,3350089;1177789,844;1514
50,004408;1;1514;30,27733015;0
61305,48;51;1062,54;98861163,39;294,91
714,729446;1;1292;1,807677024;1238
435,183356;1;1466;3,368695003;0
52,95424;1;1514;28,59072232;0
825,13464;1;547;0,662922113;513
2518,248362;1;1172;0,465402864;1138
2325,014777;1;530;0,22795554;476
23639;21;616,769166;1408900,714;1514
53,120594;1;1514;28,50118678;0
225,102975;1;166;0,737440273;0
625,438761;1;1294;2,068947559;1240
2831,926221;1;1514;0,534618447;0
54,366188;1;1514;27,84819072;0
1702,182484;1;332;0,195043718;0
1936,996259;1;1047;0,540527631;1013
21641,19;31;287,21;30461468,27;362,5
565,71063;1;1294;2,287388515;1240
514,259371;1;1292;2,512350908;1238
290,140668;1;95;0,327427383;41
2891,357658;1;1514;0,523629443;1460
54,225897;1;1514;27,92023841;0
54,356444;1;66;1,214207441;0
2894,658131;1;1514;0,523032403;1460
51,161706;1;1514;29,59244499;0
2490,765579;1;1242;0,498641867;1208
445421;15;959,3521641;765509,1622;1514
128678,04;18;681,98;70651556,73;724,74
77772,61;25;403,55;53367690,77;1455,08
2822,428269;1;1514;0,53641753;0
54,636153;1;1514;27,71058885;0
52,662946;1;1514;28,74886588;0
250400,44;16;1492,02;65545725,67;1436,96
50,810052;1;1514;29,79725292;0
312,425377;1;1292;4,135387491;1238
628,684372;1;1292;2,055085279;1238
2895,875964;1;1514;0,522812447;1460
72181,43;68;1237,86;44951657,92;1240,28
259723,2;83;354,41;66180408,19;88,2
51,104734;1;1514;29,6254349;0
906081,92;75;566,15;66762012,6;1244,99
2647,735119;1;121;0,045699435;87
50,101043;1;1514;30,21893117;0
424434,04;65;65,44;27503193,93;424,66
514673,99;8;1394,44;4803699,59;665,12
51,775588;1;66;1,274731998;0
1460,621727;1;754;0,516218529;0
68581;16;653,903596;1286667,037;1514
18092;18;454,8058091;1841810,67;1259,840044
60406;20;421,6986531;655854,0941;1206,417535
760,559593;1;1292;1,698749198;1238
630608,57;23;266,84;87454589,25;1386,36
2678,325673;1;1150;0,429372728;1116
315594,64;42;1039,31;53265215,15;219,77
365798,19;69;1012,76;86007242,48;1372,72
238337;27;864,0477501;934833,0205;1514
2816,198501;1;1514;0,537604149;0
51,145957;1;1514;29,60155717;0
171300;19;64;1196485,807;1514
2278,1562;1;191;0,08383973;157
2064,519065;1;1143;0,553639837;1109
699121,76;47;725,64;81695976,91;602,93
584,259343;1;101;0,172868438;47
56,023176;1;1514;27,02452951;0
2895,148145;1;1514;0,522943878;1460
711;14;525,7862088;1583017,503;1095,829745
2900,001304;1;1514;0,522068731;0
97431;19;715,7327432;770728,7889;1514
140579;20;266,8513894;606354,0021;1260,380594
1;2;490;980000000;490
2899,992927;1;74;0,025517304;0
54,637414;1;1514;27,70994931;0
2894,520413;1;1514;0,523057289;1460
53,835367;1;1514;28,12277609;0
808777,58;45;1127,07;80611918,18;485,26
52,662525;1;1514;28,7490957;0
1948,167452;1;853;0,437847372;819
286,966518;1;1292;4,502267388;1238
630463,76;59;235,64;8703920,88;637,44
770,061343;1;1292;1,677788413;1238
2098,816132;1;180;0,085762634;146
969,49391;1;1292;1,332654063;1238
2021,055571;1;176;0,087083207;142
97,706968;1;1292;13,22321236;1238
2322,11117;1;1262;0,543470965;1228
2676,975235;1;165;0,06163673;131
2489,835792;1;175;0,07028576;141
2689,335375;1;192;0,071393104;158
77024,95;32;1287,24;70726406,06;437,78
2944,349017;1;74;0,02513289;0
663,474406;1;1294;1,950338983;1240
622,21972;1;1294;2,079651217;1240
996560,18;22;100,46;20582297,45;398,71
2937,846759;1;101;0,03437892;47
52,62528;1;1514;28,76944258;0
383258,51;4;1424,5;87162645,3;654,96
159806,13;82;1307,47;71837869,76;620,25
566242,83;89;67,72;76808448,46;805,46
18282,82;51;1023,6;74234839,25;934,54
148575,8;54;576,11;55844868,95;291,21
2822,617611;1;1514;0,536381547;0
274056,25;49;598,94;82222623,88;325,41
50,437113;1;1514;30,01757793;0
2949,827204;1;74;0,025086215;0
2893,558549;1;1514;0,523231161;1460
50,395269;1;1514;30,042502;0
637,763017;1;1292;2,025830855;1238
49,886848;1;1514;30,34867967;0
2894,38592;1;1514;0,523081594;1460
47532;13;318,7737533;1100418,499;1432,888847
1665,254104;1;1294;0,777058586;0
2890,040027;1;1514;0,523868177;0
50,216937;1;54;1,075334382;0
2900,029913;1;1514;0,52206358;0
809769,68;3;286,18;77038509,59;1368,67
2894,852068;1;1514;0,522997364;1460
2895,272002;1;1514;0,522921507;1460
677,527668;1;1292;1,906933191;1238
2893,295567;1;1514;0,52327872;1460
50,602194;1;1514;29,91965072;0
2064,717771;1;526;0,254756368;492
49,666247;1;54;1,087257487;0
2937,903027;1;101;0,034378262;47
166387,63;44;1342,43;62625600,94;1290,33
582,815565;1;1294;2,220256416;1240
2944,140982;1;74;0,025134666;0
50,962867;1;1514;29,70790419;0
905071,9;55;867,51;81971279,29;1265,85
242,083418;1;95;0,392426711;41
560,350664;1;1294;2,309268251;1240
187614,04;69;841,29;81859895,66;161,56
580,534094;1;1294;2,228981917;1240
994,736548;1;139;0,139735491;85
1379,497081;1;1464;1,061256322;0
2945,345883;1;74;0,025124384;0
53,005884;1;1514;28,56286618;0
2277,435874;1;125;0,054886287;91
53,222005;1;1514;28,44687966;0
655,103289;1;1292;1,972208077;1238
559,972786;1;1294;2,31082658;1240
50,1673;1;66;1,315597983;0
627,529113;1;1294;2,062055722;1240
296364;20;554,9610928;638654,7717;1514
625583,11;94;916,34;22260851,47;1158,38
108211,34;46;495,41;97620141,28;390,3
909659,37;71;895,07;68840412,05;975,17
13783;18;390,8990285;701173,7022;1451,640996
2060,078113;1;111;0,053881452;77
431022;24;676,8354923;1440054,352;1047,911226
55,479006;1;1514;27,28960163;0
2261,22526;1;578;0,255613631;544
1703,308148;1;821;0,482003213;0
98572;19;688,6440763;813997,7335;1514
92,997198;1;1294;13,91439757;1240
2893,013166;1;1514;0,523329799;0
50,643521;1;1514;29,89523517;0
104,741678;1;1292;12,33510874;1238
52,661103;1;1514;28,74987201;0
53,599253;1;1514;28,24666179;0
53,739414;1;1514;28,17298997;0
625,812748;1;1294;2,067711152;1240
559,184055;1;1292;2,310509368;1238
1;2;455;910000000;455
55,297911;1;1514;27,37897228;0
108725;17;64;971097,9886;972,9592562
379,164388;1;1292;3,407492996;1238
2844,92039;1;185;0,065028182;0
1029,698555;1;1292;1,254736148;1238
13855;21;524,5591703;1782380,337;1514
2893,619862;1;1514;0,523220074;1460
2438,597821;1;1262;0,517510509;1228
53,796786;1;54;1,003777419;0
2046,75629;1;1228;0,599973727;1194
676,710591;1;1292;1,909235669;1238
2939,07268;1;74;0,02517801;0
1941,91585;1;578;0,297644205;544
2895,352678;1;1514;0,522906937;1460
566,344479;1;1294;2,284828485;1240
2886,846289;1;1514;0,524447736;1460
1026,479319;1;54;0,052607002;0
817,585485;1;1292;1,580262886;1238
2166,230542;1;158;0,072937758;124
292722,09;93;703,26;39663764,65;1021,75
201749;21;522,1822147;1388964,626;1416,774538
1029,717705;1;1292;1,254712813;1238
53,622818;1;1514;28,23424856;0
51,772429;1;1514;29,2433637;0
359554,08;55;1316,5;7753573,5;1217,34
584,473905;1;1294;2,213956837;1240
2895,438722;1;1514;0,522891397;1460
323923,54;15;1015,52;94487066,11;1431,92
660,743803;1;1294;1,958398992;1240
290,095744;1;1292;4,453702001;1238
895549,87;21;1420,11;34918839,93;997,7
104,772668;1;1292;12,33146022;1238
234459;22;625,8733805;587319,9631;842,7505701
898713,2;31;447,84;84728964,52;241,49
642997,03;83;1462,08;23677327,97;1353,17
441,280122;1;97;0,219815022;43
56,053533;1;1514;27,00989379;0
80004;17;761,9696823;215498,128;1028,93803
635416,02;26;1411,25;57052223,7;361,88
529953,4;52;1197,66;21543426,86;566,04
51,24624;1;1514;29,54363033;0
934440,17;53;572,43;18002330,78;1054,18
505,174007;1;1292;2,557534591;1238
163902,8;32;1380,2;7068176,31;661,47
52,353715;1;1514;28,91867313;0
295,9036;1;1292;4,366286844;1238
681472,92;80;1201,57;8498043,5;885,41
722425,37;43;992,8;81313905,4;1240,48
